HourOfDay,DayOfWeek,CrimeType,AreaUnit,Victimisations,Year,Month
17,Sat,Theft and Related Offences,Cathedral Square,1,2020,11
17,Sat,Theft and Related Offences,Linwood East,1,2020,11
17,Sat,Theft and Related Offences,Riccarton,1,2020,11
17,Sat,Theft and Related Offences,Spreydon,1,2020,11
17,Sat,Theft and Related Offences,Rolleston North East,1,2020,11
18,Sat,Theft and Related Offences,Cathedral Square,1,2020,11
18,Sat,Theft and Related Offences,Cathedral Square,1,2020,11
14,Fri,Theft and Related Offences,Linwood East,1,2020,12
14,Fri,Theft and Related Offences,Northcote,1,2020,12
14,Fri,Theft and Related Offences,Spreydon,1,2020,12
15,Fri,Theft and Related Offences,Hornby North,1,2020,12
18,Sat,Theft and Related Offences,Papanui,1,2020,11
18,Sat,Theft and Related Offences,Shirley East,1,2020,11
19,Sat,Theft and Related Offences,Cathedral Square,1,2020,11
19,Sat,Theft and Related Offences,Cathedral Square,1,2020,11
15,Fri,Theft and Related Offences,Northcote,1,2020,12
15,Fri,Theft and Related Offences,Redwood South,1,2020,12
15,Fri,Theft and Related Offences,Sockburn,1,2020,12
16,Fri,Theft and Related Offences,Casebrook,1,2020,12
19,Sat,Theft and Related Offences,Merivale,1,2020,11
19,Sat,Theft and Related Offences,Rolleston North East,1,2020,11
11,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
11,Sat,Theft and Related Offences,Hornby North,1,2020,12
11,Sat,Theft and Related Offences,Southbrook,1,2020,12
12,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
12,Sat,Theft and Related Offences,Rangiora East,1,2020,12
13,Sat,Theft and Related Offences,Ashburton Central West,1,2020,12
13,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
16,Fri,Theft and Related Offences,Richmond South,1,2020,12
16,Fri,Theft and Related Offences,Shirley East,1,2020,12
17,Fri,Theft and Related Offences,Cathedral Square,1,2020,12
17,Fri,Theft and Related Offences,Shirley East,1,2020,12
17,Fri,Theft and Related Offences,Kaikoura Township,1,2020,12
18,Fri,Theft and Related Offences,Bishopdale,1,2020,12
18,Fri,Theft and Related Offences,Cathedral Square,1,2020,12
19,Fri,Theft and Related Offences,Northcote,1,2020,12
19,Fri,Theft and Related Offences,Riccarton,1,2020,12
19,Fri,Theft and Related Offences,Rolleston North East,1,2020,12
21,Fri,Theft and Related Offences,Cathedral Square,1,2020,12
21,Fri,Theft and Related Offences,Linwood East,1,2020,12
21,Fri,Theft and Related Offences,Northcote,1,2020,12
22,Fri,Theft and Related Offences,Middleton,1,2020,12
23,Fri,Theft and Related Offences,Middleton,1,2020,12
23,Fri,Theft and Related Offences,Northcote,1,2020,12
13,Sat,Theft and Related Offences,Hornby North,1,2020,12
13,Sat,Theft and Related Offences,Northcote,1,2020,12
13,Sat,Theft and Related Offences,Wigram,1,2020,12
13,Sat,Theft and Related Offences,Rangiora East,1,2020,12
14,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
14,Sat,Theft and Related Offences,Riccarton South,1,2020,12
14,Sat,Theft and Related Offences,Sockburn,1,2020,12
14,Sat,Theft and Related Offences,Spreydon,1,2020,12
8,Fri,Theft and Related Offences,Ashburton Central West,1,2020,12
8,Fri,Theft and Related Offences,Cathedral Square,1,2020,12
9,Fri,Theft and Related Offences,Cathedral Square,1,2020,12
10,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
10,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
10,Fri,Theft and Related Offences,Papanui,1,2021,1
10,Fri,Theft and Related Offences,Temuka,1,2021,1
11,Fri,Theft and Related Offences,Sydenham,1,2021,1
14,Sat,Theft and Related Offences,Parkside,1,2020,12
15,Sat,Theft and Related Offences,Riccarton South,1,2020,12
15,Sat,Theft and Related Offences,Richmond South,1,2020,12
16,Sat,Theft and Related Offences,Highfield,1,2020,12
16,Sat,Theft and Related Offences,Parkside,1,2020,12
12,Fri,Theft and Related Offences,Northcote,1,2021,1
12,Fri,Theft and Related Offences,Papanui,1,2021,1
12,Fri,Theft and Related Offences,Riccarton,1,2021,1
13,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
17,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
17,Sat,Theft and Related Offences,Northcote,1,2020,12
17,Sat,Theft and Related Offences,Wigram,1,2020,12
18,Sat,Theft and Related Offences,Northcote,1,2020,12
13,Fri,Theft and Related Offences,Northcote,1,2021,1
14,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
14,Fri,Theft and Related Offences,Linwood East,1,2021,1
14,Fri,Theft and Related Offences,Papanui,1,2021,1
18,Sat,Theft and Related Offences,Rangiora East,1,2020,12
19,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
19,Sat,Theft and Related Offences,Northcote,1,2020,12
19,Sat,Theft and Related Offences,Rolleston North East,1,2020,12
14,Fri,Theft and Related Offences,Richmond South,1,2021,1
15,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
15,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
15,Fri,Theft and Related Offences,Linwood East,1,2021,1
20,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
20,Sat,Theft and Related Offences,Hornby South,1,2020,12
20,Sat,Theft and Related Offences,Linwood East,1,2020,12
20,Sat,Theft and Related Offences,Middleton,1,2020,12
16,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
16,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
16,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
16,Fri,Theft and Related Offences,Northcote,1,2021,1
23,Sat,Theft and Related Offences,Linwood East,1,2020,12
8,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
8,Sat,Theft and Related Offences,Upper Riccarton,1,2020,12
8,Sat,Theft and Related Offences,Rolleston North East,1,2020,12
9,Sat,Theft and Related Offences,Cathedral Square,1,2020,12
10,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
10,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
10,Sat,Theft and Related Offences,Linwood East,1,2021,1
16,Fri,Theft and Related Offences,Riccarton,1,2021,1
16,Fri,Theft and Related Offences,Rolleston North East,1,2021,1
17,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
17,Fri,Theft and Related Offences,Riccarton,1,2021,1
17,Fri,Theft and Related Offences,Woolston West,1,2021,1
18,Fri,Theft and Related Offences,Middleton,1,2021,1
18,Fri,Theft and Related Offences,Papanui,1,2021,1
19,Fri,Theft and Related Offences,Linwood East,1,2021,1
10,Sat,Theft and Related Offences,Phillipstown,1,2021,1
10,Sat,Theft and Related Offences,Sockburn,1,2021,1
11,Sat,Theft and Related Offences,Casebrook,1,2021,1
12,Sat,Theft and Related Offences,Hornby North,1,2021,1
19,Fri,Theft and Related Offences,Northcote,1,2021,1
19,Fri,Theft and Related Offences,Sockburn,1,2021,1
19,Fri,Theft and Related Offences,Parkside,1,2021,1
19,Fri,Theft and Related Offences,Temuka,1,2021,1
20,Fri,Theft and Related Offences,Rangiora East,1,2021,1
12,Sat,Theft and Related Offences,Richmond South,1,2021,1
13,Sat,Theft and Related Offences,Papanui,1,2021,1
13,Sat,Theft and Related Offences,Papanui,1,2021,1
13,Sat,Theft and Related Offences,Spreydon,1,2021,1
14,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
14,Sat,Theft and Related Offences,Linwood East,1,2021,1
14,Sat,Theft and Related Offences,Highfield,1,2021,1
15,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
21,Fri,Theft and Related Offences,Cathedral Square,1,2021,1
7,Fri,Theft and Related Offences,Northcote,1,2021,1
8,Fri,Theft and Related Offences,Linwood East,1,2021,1
14,Fri,Theft and Related Offences,Seaview,1,2020,10
3,Fri,Theft and Related Offences,Riccarton,1,2021,1
14,Fri,Theft and Related Offences,Prestons,2,2020,12
14,Fri,Theft and Related Offences,Shirley West,2,2020,12
17,Fri,Theft and Related Offences,Westburn,2,2020,12
15,Sat,Theft and Related Offences,Hornby South,1,2021,1
15,Sat,Theft and Related Offences,Papanui,1,2021,1
15,Sat,Theft and Related Offences,Shirley East,1,2021,1
16,Sat,Theft and Related Offences,Casebrook,1,2021,1
11,Fri,Theft and Related Offences,Cashmere West,2,2021,1
11,Fri,Theft and Related Offences,Lincoln,2,2021,1
17,Fri,Theft and Related Offences,Rolleston Central,2,2021,1
8,Fri,Theft and Related Offences,Rawhiti,2,2021,1
16,Sat,Theft and Related Offences,Linwood East,1,2021,1
16,Sat,Theft and Related Offences,Lyttelton,1,2021,1
16,Sat,Theft and Related Offences,Shirley East,1,2021,1
17,Sat,Theft and Related Offences,Linwood East,1,2021,1
10,Fri,Theft and Related Offences,Riccarton,2,2020,9
12,Fri,Theft and Related Offences,Cathedral Square,2,2020,9
16,Fri,Theft and Related Offences,Upper Riccarton,2,2020,9
18,Fri,Theft and Related Offences,Northcote,2,2020,9
17,Sat,Theft and Related Offences,Papanui,1,2021,1
17,Sat,Theft and Related Offences,Riccarton,1,2021,1
18,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
18,Sat,Theft and Related Offences,Linwood East,1,2021,1
7,Fri,Theft and Related Offences,Linwood East,2,2020,9
12,Fri,Theft and Related Offences,Riccarton,2,2020,10
14,Fri,Theft and Related Offences,Cathedral Square,2,2020,10
17,Fri,Theft and Related Offences,Linwood East,2,2020,10
11,Fri,Theft and Related Offences,Linwood East,2,2020,11
12,Fri,Theft and Related Offences,Linwood East,2,2020,11
15,Fri,Theft and Related Offences,Cathedral Square,2,2020,11
12,Fri,Theft and Related Offences,Richmond South,2,2020,12
18,Sat,Theft and Related Offences,Middleton,1,2021,1
19,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
19,Sat,Theft and Related Offences,Prestons,1,2021,1
19,Sat,Theft and Related Offences,Shirley East,1,2021,1
20,Sat,Theft and Related Offences,Linwood East,1,2021,1
20,Sat,Theft and Related Offences,Richmond South,1,2021,1
20,Sat,Theft and Related Offences,St Martins,1,2021,1
21,Sat,Theft and Related Offences,Cathedral Square,1,2021,1
17,Fri,Theft and Related Offences,Hornby South,2,2021,1
19,Fri,Theft and Related Offences,Cathedral Square,2,2021,1
22,Fri,Theft and Related Offences,Cathedral Square,2,2021,1
14,Fri,Theft and Related Offences,Shirley East,3,2020,9
21,Sat,Theft and Related Offences,Sydenham,1,2021,1
8,Sat,Theft and Related Offences,Northcote,1,2021,1
11,Sat,Theft and Related Offences,Barrington North,2,2020,9
15,Sat,Theft and Related Offences,Sydenham,2,2020,9
17,Fri,Theft and Related Offences,Northcote,3,2020,11
10,Fri,Theft and Related Offences,Northcote,3,2021,1
19,Fri,Theft and Related Offences,Belfast,3,2021,1
5,Mon,Theft and Related Offences,Cathedral Square,1,2020,9
12,Mon,Theft and Related Offences,Templeton,1,2020,10
15,Mon,Theft and Related Offences,Sydenham,1,2020,12
17,Mon,Theft and Related Offences,Linwood East,1,2020,12
15,Mon,Theft and Related Offences,Riccarton,1,2021,1
12,Sat,Theft and Related Offences,Bromley,2,2020,10
10,Sat,Theft and Related Offences,Oaklands East,2,2020,11
11,Sat,Theft and Related Offences,Woolston West,2,2020,11
10,Sat,Theft and Related Offences,Sydenham,2,2020,12
16,Sat,Theft and Related Offences,Rolleston Central,2,2020,12
19,Sat,Theft and Related Offences,Islington,2,2020,12
19,Sat,Theft and Related Offences,Shirley East,2,2020,12
16,Sat,Theft and Related Offences,Oaklands East,2,2021,1
15,Sat,Theft and Related Offences,Northcote,2,2020,9
17,Sat,Theft and Related Offences,Riccarton,2,2020,9
12,Sat,Theft and Related Offences,Sydenham,2,2020,10
16,Sat,Theft and Related Offences,Riccarton,2,2020,10
18,Mon,Theft and Related Offences,Belfast,1,2020,9
9,Mon,Theft and Related Offences,Fairton,1,2020,9
12,Mon,Theft and Related Offences,Cathedral Square,1,2020,10
14,Mon,Theft and Related Offences,Shirley East,1,2020,11
17,Mon,Theft and Related Offences,Riccarton,1,2020,11
2,Mon,Theft and Related Offences,Ravenswood,1,2020,11
23,Mon,Theft and Related Offences,Redwood South,1,2020,11
15,Mon,Theft and Related Offences,Northcote,1,2020,12
13,Sat,Theft and Related Offences,Spreydon,2,2020,11
13,Sat,Theft and Related Offences,Rangiora East,2,2020,11
14,Sat,Theft and Related Offences,Cathedral Square,2,2020,11
17,Sat,Theft and Related Offences,Northcote,2,2020,11
17,Sat,Theft and Related Offences,Shirley East,2,2020,11
19,Sat,Theft and Related Offences,Cathedral Square,2,2020,11
10,Sat,Theft and Related Offences,Linwood East,2,2020,12
11,Sat,Theft and Related Offences,Linwood North,2,2021,1
21,Mon,Theft and Related Offences,Linwood East,1,2020,12
15,Mon,Theft and Related Offences,Hornby North,1,2021,1
12,Mon,Theft and Related Offences,Waimairi Beach,1,2020,9
6,Mon,Theft and Related Offences,Waimairi Beach,1,2020,9
12,Sat,Theft and Related Offences,Cathedral Square,2,2021,1
13,Sat,Theft and Related Offences,Northcote,2,2021,1
16,Sat,Theft and Related Offences,Cathedral Square,2,2021,1
17,Sat,Theft and Related Offences,Casebrook,2,2021,1
19,Sat,Theft and Related Offences,Mona Vale,2,2021,1
14,Sat,Theft and Related Offences,Northcote,3,2020,9
14,Sat,Theft and Related Offences,Northcote,3,2021,1
18,Sat,Theft and Related Offences,Cathedral Square,3,2021,1
21,Mon,Theft and Related Offences,Prestons,1,2020,10
10,Mon,Theft and Related Offences,Geraldine,1,2020,11
22,Mon,Theft and Related Offences,Avon Loop,1,2020,11
9,Mon,Theft and Related Offences,Allenton West,1,2020,11
10,Mon,Theft and Related Offences,Russley,1,2020,12
17,Mon,Theft and Related Offences,Hendersons Basin,1,2020,12
17,Mon,Theft and Related Offences,Riccarton,1,2020,12
21,Mon,Theft and Related Offences,Bromley,1,2020,12
19,Sat,Theft and Related Offences,Wainoni,5,2020,11
10,Sun,Theft and Related Offences,Rutland,1,2020,9
13,Sun,Theft and Related Offences,Cathedral Square,1,2020,9
18,Sun,Theft and Related Offences,Yaldhurst,1,2020,12
17,Mon,Theft and Related Offences,Cashmere East,1,2021,1
6,Mon,Theft and Related Offences,Cathedral Square,1,2021,1
10,Mon,Theft and Related Offences,Wharenui,3,2020,11
10,Mon,Theft and Related Offences,Hornby North,1,2020,9
10,Mon,Theft and Related Offences,Riccarton,1,2020,9
10,Mon,Theft and Related Offences,Rolleston North East,1,2020,9
11,Mon,Theft and Related Offences,Mona Vale,1,2020,9
11,Mon,Theft and Related Offences,Wigram,1,2020,9
6,Sun,Theft and Related Offences,Richmond South,1,2020,12
18,Sun,Theft and Related Offences,Bishopdale North,1,2020,9
13,Sun,Theft and Related Offences,Yaldhurst,1,2020,11
16,Sun,Theft and Related Offences,Cashmere West,1,2020,11
6,Sun,Theft and Related Offences,Wigram,1,2020,11
0,Sun,Theft and Related Offences,Middleton,1,2020,12
12,Sun,Theft and Related Offences,Mairehau North,1,2021,1
19,Sun,Theft and Related Offences,Ferrymead,1,2021,1
12,Mon,Theft and Related Offences,Hoon Hay,1,2020,9
12,Mon,Theft and Related Offences,Mona Vale,1,2020,9
13,Mon,Theft and Related Offences,Addington,1,2020,9
13,Mon,Theft and Related Offences,Bromley,1,2020,9
6,Sun,Theft and Related Offences,Sydenham,1,2021,1
14,Sun,Theft and Related Offences,Mona Vale,1,2020,9
16,Sun,Theft and Related Offences,Hornby North,1,2020,9
16,Sun,Theft and Related Offences,Amberley,1,2020,9
13,Mon,Theft and Related Offences,Hoon Hay,1,2020,9
13,Mon,Theft and Related Offences,Sydenham,1,2020,9
13,Mon,Theft and Related Offences,Washdyke,1,2020,9
14,Mon,Theft and Related Offences,Hornby North,1,2020,9
17,Sun,Theft and Related Offences,Upper Riccarton,1,2020,9
9,Sun,Theft and Related Offences,Merivale,1,2020,9
11,Sun,Theft and Related Offences,Bishopdale,1,2020,11
3,Sun,Theft and Related Offences,Addington,1,2020,11
2,Sun,Theft and Related Offences,Cathedral Square,1,2020,12
10,Sun,Theft and Related Offences,Riccarton,1,2021,1
14,Sun,Theft and Related Offences,Sawyers Arms,1,2021,1
10,Sun,Theft and Related Offences,Redwood North,1,2020,9
14,Mon,Theft and Related Offences,Sockburn,1,2020,9
16,Mon,Theft and Related Offences,Casebrook,1,2020,9
16,Mon,Theft and Related Offences,Prestons,1,2020,9
17,Mon,Theft and Related Offences,Hornby North,1,2020,9
10,Sun,Theft and Related Offences,Woolston West,1,2020,9
11,Sun,Theft and Related Offences,Belfast,1,2020,9
11,Sun,Theft and Related Offences,Bromley,1,2020,9
11,Sun,Theft and Related Offences,Cashmere West,1,2020,9
17,Mon,Theft and Related Offences,Shirley West,1,2020,9
18,Mon,Theft and Related Offences,Linwood North,1,2020,9
18,Mon,Theft and Related Offences,Merivale,1,2020,9
18,Mon,Theft and Related Offences,Shirley East,1,2020,9
11,Sun,Theft and Related Offences,Hoon Hay,1,2020,9
11,Sun,Theft and Related Offences,New Brighton,1,2020,9
11,Sun,Theft and Related Offences,Southbrook,1,2020,9
12,Sun,Theft and Related Offences,Barrington North,1,2020,9
12,Sun,Theft and Related Offences,Linwood,1,2020,9
12,Sun,Theft and Related Offences,Sockburn,1,2020,9
12,Sun,Theft and Related Offences,Redruth,1,2020,9
13,Sun,Theft and Related Offences,Belfast,1,2020,9
19,Mon,Theft and Related Offences,Linwood,1,2020,9
20,Mon,Theft and Related Offences,Shirley East,1,2020,9
20,Mon,Theft and Related Offences,Shirley West,1,2020,9
21,Mon,Theft and Related Offences,Woolston West,1,2020,9
13,Sun,Theft and Related Offences,Redwood North,1,2020,9
13,Sun,Theft and Related Offences,Riccarton,1,2020,9
13,Sun,Theft and Related Offences,Shirley East,1,2020,9
13,Sun,Theft and Related Offences,Sydenham,1,2020,9
14,Sun,Theft and Related Offences,Addington,1,2020,9
14,Sun,Theft and Related Offences,Merivale,1,2020,9
14,Sun,Theft and Related Offences,Prestons,1,2020,9
14,Sun,Theft and Related Offences,Shirley East,1,2020,9
22,Mon,Theft and Related Offences,Waimataitai,1,2020,9
23,Mon,Theft and Related Offences,Avon Loop,1,2020,9
3,Mon,Theft and Related Offences,Rolleston North East,1,2020,9
4,Mon,Theft and Related Offences,Shirley East,1,2020,9
7,Mon,Theft and Related Offences,Barrington North,1,2020,9
8,Mon,Theft and Related Offences,Opawa,1,2020,9
8,Mon,Theft and Related Offences,Sockburn,1,2020,9
8,Mon,Theft and Related Offences,St Albans East,1,2020,9
14,Sun,Theft and Related Offences,Sockburn,1,2020,9
14,Sun,Theft and Related Offences,Styx Mill,1,2020,9
14,Sun,Theft and Related Offences,Woolston West,1,2020,9
14,Sun,Theft and Related Offences,Redruth,1,2020,9
9,Mon,Theft and Related Offences,Bishopdale North,1,2020,9
9,Mon,Theft and Related Offences,Waimataitai,1,2020,9
10,Mon,Theft and Related Offences,Cashmere West,1,2020,10
11,Mon,Theft and Related Offences,Barrington North,1,2020,10
14,Sun,Theft and Related Offences,Kaiapoi North West,1,2020,9
14,Sun,Theft and Related Offences,Southbrook,1,2020,9
15,Sun,Theft and Related Offences,Shirley East,1,2020,9
15,Sun,Theft and Related Offences,Sockburn,1,2020,9
15,Sun,Theft and Related Offences,Woolston West,1,2020,9
16,Sun,Theft and Related Offences,Belfast,1,2020,9
16,Sun,Theft and Related Offences,Linwood East,1,2020,9
16,Sun,Theft and Related Offences,Prestons,1,2020,9
16,Sun,Theft and Related Offences,Sumner,1,2020,9
11,Mon,Theft and Related Offences,Hornby North,1,2020,10
12,Mon,Theft and Related Offences,Rawhiti,1,2020,10
13,Mon,Theft and Related Offences,Prestons,1,2020,10
13,Mon,Theft and Related Offences,Richmond North,1,2020,10
16,Sun,Theft and Related Offences,Sydenham,1,2020,9
16,Sun,Theft and Related Offences,Sydenham,1,2020,9
16,Sun,Theft and Related Offences,Woolston West,1,2020,9
16,Sun,Theft and Related Offences,Kingsbury,1,2020,9
