Hour,Occurrence Day Of Week,ANZSOC Division,Map Detail Name,ANZSOC Group,Area Unit,Occurrence Hour Of Day,Region,Territorial Authority,Year Month,Mb2014,REGC2014 label,Ta2014 Nam,Number of Victimisations
3,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimate District,"Unlawful Entry With Intent/Burglary, Break and Enter",Waihao.,3,Canterbury Region,Waimate District.,1/07/2021,2817800,Canterbury Region,Waimate District,1
2,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Hurunui District,"Unlawful Entry With Intent/Burglary, Break and Enter",Amberley.,2,Canterbury Region,Hurunui District.,1/06/2021,2441801,Canterbury Region,Hurunui District,1
6,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Shirley East.,6,Canterbury Region,Christchurch City.,1/07/2021,2598302,Canterbury Region,Christchurch City,1
3,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Upper Riccarton.,3,Canterbury Region,Christchurch City.,1/03/2021,2541300,Canterbury Region,Christchurch City,1
17,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Islington.,17,Canterbury Region,Christchurch City.,1/04/2021,2487005,Canterbury Region,Christchurch City,1
17,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Linwood.,17,Canterbury Region,Christchurch City.,1/04/2021,2609700,Canterbury Region,Christchurch City,1
16,Fri,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Hagley Park.,16,Canterbury Region,Christchurch City.,1/05/2021,2678300,Canterbury Region,Christchurch City,1
13,Fri,Acts Intended to Cause Injury,Selwyn District,Common Assault,West Melton.,13,Canterbury Region,Selwyn District.,1/02/2021,2493702,Canterbury Region,Selwyn District,1
14,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Northcote.,14,Canterbury Region,Christchurch City.,1/02/2021,2665000,Canterbury Region,Christchurch City,1
17,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,17,Canterbury Region,Christchurch City.,1/02/2021,2651400,Canterbury Region,Christchurch City,1
19,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Ensors.,19,Canterbury Region,Christchurch City.,1/02/2021,2580400,Canterbury Region,Christchurch City,1
14,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Richmond North.,14,Canterbury Region,Christchurch City.,1/10/2020,2698400,Canterbury Region,Christchurch City,1
19,Fri,Acts Intended to Cause Injury,Timaru District,Common Assault,Maori Park.,19,Canterbury Region,Timaru District.,1/10/2020,2780600,Canterbury Region,Timaru District,1
12,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Hornby South.,12,Canterbury Region,Christchurch City.,1/11/2020,2491402,Canterbury Region,Christchurch City,1
13,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Wainoni.,13,Canterbury Region,Christchurch City.,1/11/2020,2568500,Canterbury Region,Christchurch City,1
13,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Somerfield.,13,Canterbury Region,Christchurch City.,1/12/2020,2646800,Canterbury Region,Christchurch City,1
18,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Addington.,18,Canterbury Region,Christchurch City.,1/01/2021,2660300,Canterbury Region,Christchurch City,1
17,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Yaldhurst.,17,Canterbury Region,Christchurch City.,1/09/2020,2494000,Canterbury Region,Christchurch City,1
20,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Riccarton South.,20,Canterbury Region,Christchurch City.,1/11/2020,2476400,Canterbury Region,Christchurch City,1
1,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Methven.,1,Canterbury Region,Ashburton District.,1/12/2020,2752900,Canterbury Region,Ashburton District,1
19,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Ashburton District,"Unlawful Entry With Intent/Burglary, Break and Enter",Allenton East.,19,Canterbury Region,Ashburton District.,1/12/2020,2734200,Canterbury Region,Ashburton District,1
2,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Rolleston South East.,2,Canterbury Region,Selwyn District.,1/12/2020,2719404,Canterbury Region,Selwyn District,1
3,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Hillmorton.,3,Canterbury Region,Christchurch City.,1/12/2020,2631800,Canterbury Region,Christchurch City,1
3,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Selwyn District,"Unlawful Entry With Intent/Burglary, Break and Enter",Lincoln.,3,Canterbury Region,Selwyn District.,1/12/2020,2718900,Canterbury Region,Selwyn District,1
20,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Cathedral Square.,20,Canterbury Region,Christchurch City.,1/07/2021,2652300,Canterbury Region,Christchurch City,1
14,Fri,"Robbery, Extortion and Related Offences",Waimakariri District,Aggravated Robbery,Kaiapoi South.,14,Canterbury Region,Waimakariri District.,1/08/2021,2454101,Canterbury Region,Waimakariri District,1
2,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Non-Aggravated Robbery,Mairehau North.,2,Canterbury Region,Christchurch City.,1/02/2021,2507402,Canterbury Region,Christchurch City,1
20,Fri,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Barrington North.,20,Canterbury Region,Christchurch City.,1/04/2021,2640900,Canterbury Region,Christchurch City,2
18,Sun,Acts Intended to Cause Injury,Christchurch City,Common Assault,Addington.,18,Canterbury Region,Christchurch City.,1/01/2021,2658903,Canterbury Region,Christchurch City,1
23,Sun,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Spreydon.,23,Canterbury Region,Christchurch City.,1/01/2021,2644000,Canterbury Region,Christchurch City,1
1,Sun,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Ilam.,1,Canterbury Region,Christchurch City.,1/01/2021,2537009,Canterbury Region,Christchurch City,1
19,Sun,Acts Intended to Cause Injury,Christchurch City,Serious Assault Resulting in Injury,Hillmorton.,19,Canterbury Region,Christchurch City.,1/01/2021,2632300,Canterbury Region,Christchurch City,1
14,Fri,Theft and Related Offences,Waimakariri District,Illegal Use of Property (Except Motor Vehicles),Kaiapoi South.,14,Canterbury Region,Waimakariri District.,1/11/2020,2453900,Canterbury Region,Waimakariri District,1
19,Fri,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),North Beach.,19,Canterbury Region,Christchurch City.,1/11/2020,2565800,Canterbury Region,Christchurch City,1
21,Fri,Theft and Related Offences,Mackenzie District,Illegal Use of Property (Except Motor Vehicles),Fairlie.,21,Canterbury Region,Mackenzie District.,1/11/2020,2806600,Canterbury Region,Mackenzie District,1
22,Fri,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Avon Loop.,22,Canterbury Region,Christchurch City.,1/11/2020,2658100,Canterbury Region,Christchurch City,1
9,Fri,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Addington.,9,Canterbury Region,Christchurch City.,1/05/2021,2659700,Canterbury Region,Christchurch City,1
15,Mon,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Belfast South.,15,Canterbury Region,Christchurch City.,1/02/2021,2529005,Canterbury Region,Christchurch City,1
19,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Richmond South.,19,Canterbury Region,Christchurch City.,1/07/2021,2693800,Canterbury Region,Christchurch City,1
0,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",St Martins.,0,Canterbury Region,Christchurch City.,1/06/2021,2553100,Canterbury Region,Christchurch City,1
4,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Sydenham.,4,Canterbury Region,Christchurch City.,1/06/2021,2618500,Canterbury Region,Christchurch City,1
4,Fri,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Cathedral Square.,4,Canterbury Region,Christchurch City.,1/07/2021,2648600,Canterbury Region,Christchurch City,1
23,Sat,Sexual Assault and Related Offences,Christchurch City,Aggravated Sexual Assault,Bryndwr.,23,Canterbury Region,Christchurch City.,1/01/2021,2547700,Canterbury Region,Christchurch City,1
0,Sun,Sexual Assault and Related Offences,Christchurch City,Non-Aggravated Sexual Assault,Bishopdale.,0,Canterbury Region,Christchurch City.,1/09/2020,2523300,Canterbury Region,Christchurch City,1
11,Sun,Sexual Assault and Related Offences,Christchurch City,Non-Aggravated Sexual Assault,Parklands.,11,Canterbury Region,Christchurch City.,1/10/2020,2504603,Canterbury Region,Christchurch City,1
1,Wed,Sexual Assault and Related Offences,Selwyn District,Non-Aggravated Sexual Assault,Springston.,1,Canterbury Region,Selwyn District.,1/10/2020,2719003,Canterbury Region,Selwyn District,1
11,Tue,Acts Intended to Cause Injury,Christchurch City,Common Assault,Northcote.,11,Canterbury Region,Christchurch City.,1/08/2021,2665000,Canterbury Region,Christchurch City,1
11,Tue,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Hagley Park.,11,Canterbury Region,Christchurch City.,1/08/2021,2678300,Canterbury Region,Christchurch City,1
21,Tue,"Robbery, Extortion and Related Offences",Christchurch City,Non-Aggravated Robbery,Wainoni.,21,Canterbury Region,Christchurch City.,1/08/2021,2569400,Canterbury Region,Christchurch City,1
20,Tue,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Fendalton.,20,Canterbury Region,Christchurch City.,1/08/2021,2543700,Canterbury Region,Christchurch City,1
11,Tue,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Cashmere East.,11,Canterbury Region,Christchurch City.,1/08/2021,2552500,Canterbury Region,Christchurch City,1
12,Tue,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Cashmere East.,12,Canterbury Region,Christchurch City.,1/08/2021,2552500,Canterbury Region,Christchurch City,1
12,Tue,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Sydenham.,12,Canterbury Region,Christchurch City.,1/08/2021,2619800,Canterbury Region,Christchurch City,1
12,Tue,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Travis Wetland.,12,Canterbury Region,Christchurch City.,1/08/2021,2505204,Canterbury Region,Christchurch City,1
15,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Avonside.,15,Canterbury Region,Christchurch City.,1/11/2020,2613500,Canterbury Region,Christchurch City,1
16,Fri,Acts Intended to Cause Injury,Waimakariri District,Common Assault,Loburn.,16,Canterbury Region,Waimakariri District.,1/11/2020,2438702,Canterbury Region,Waimakariri District,1
19,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,St Martins.,19,Canterbury Region,Christchurch City.,1/11/2020,2626000,Canterbury Region,Christchurch City,1
2,Fri,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,2,Canterbury Region,Christchurch City.,1/11/2020,2649300,Canterbury Region,Christchurch City,1
6,Mon,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Belfast.,6,Canterbury Region,Christchurch City.,1/08/2021,2513502,Canterbury Region,Christchurch City,1
16,Mon,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Cathedral Square.,16,Canterbury Region,Christchurch City.,1/06/2021,2650500,Canterbury Region,Christchurch City,1
19,Mon,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Hagley Park.,19,Canterbury Region,Christchurch City.,1/06/2021,2678500,Canterbury Region,Christchurch City,1
21,Mon,Theft and Related Offences,Christchurch City,Theft of Motor Vehicle Parts or Contents,Rawhiti.,21,Canterbury Region,Christchurch City.,1/06/2021,2560400,Canterbury Region,Christchurch City,1
11,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Waimakariri District,"Unlawful Entry With Intent/Burglary, Break and Enter",Oxford.,11,Canterbury Region,Waimakariri District.,1/09/2020,2460102,Canterbury Region,Waimakariri District,1
12,Mon,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Dallington.,12,Canterbury Region,Christchurch City.,1/09/2020,2600000,Canterbury Region,Christchurch City,1
17,Fri,Theft and Related Offences,Selwyn District,Illegal Use of Property (Except Motor Vehicles),Trents-Ladbrooks.,17,Canterbury Region,Selwyn District.,1/08/2021,2501100,Canterbury Region,Selwyn District,1
4,Fri,Theft and Related Offences,Christchurch City,Illegal Use of Property (Except Motor Vehicles),Redwood South.,4,Canterbury Region,Christchurch City.,1/08/2021,2508200,Canterbury Region,Christchurch City,1
10,Fri,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Westburn.,10,Canterbury Region,Christchurch City.,1/05/2021,2535001,Canterbury Region,Christchurch City,1
13,Fri,Theft and Related Offences,Christchurch City,Illegal Use of a Motor Vehicle,Hagley Park.,13,Canterbury Region,Christchurch City.,1/05/2021,2678800,Canterbury Region,Christchurch City,1
21,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Phillipstown.,21,Canterbury Region,Christchurch City.,1/06/2021,2607200,Canterbury Region,Christchurch City,1
22,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Spreydon.,22,Canterbury Region,Christchurch City.,1/06/2021,2643600,Canterbury Region,Christchurch City,1
4,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Addington.,4,Canterbury Region,Christchurch City.,1/06/2021,2660200,Canterbury Region,Christchurch City,1
4,Sat,"Unlawful Entry With Intent/Burglary, Break and Enter",Christchurch City,"Unlawful Entry With Intent/Burglary, Break and Enter",Bromley.,4,Canterbury Region,Christchurch City.,1/06/2021,2580000,Canterbury Region,Christchurch City,1
18,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Bishopdale.,18,Canterbury Region,Christchurch City.,1/10/2020,2523100,Canterbury Region,Christchurch City,1
23,Sat,Acts Intended to Cause Injury,Christchurch City,Common Assault,Cathedral Square.,23,Canterbury Region,Christchurch City.,1/10/2020,2648200,Canterbury Region,Christchurch City,1
19,Sat,Acts Intended to Cause Injury,Christchurch City,Serious Assault Not Resulting in Injury,Redwood South.,19,Canterbury Region,Christchurch City.,1/10/2020,2508000,Canterbury Region,Christchurch City,1
19,Sat,Acts Intended to Cause Injury,Timaru District,Serious Assault Not Resulting in Injury,Waimataitai.,19,Canterbury Region,Timaru District.,1/10/2020,2781200,Canterbury Region,Timaru District,1
23,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Travis.,23,Canterbury Region,Christchurch City.,1/10/2020,2604803,Canterbury Region,Christchurch City,1
12,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Non-Aggravated Robbery,Cathedral Square.,12,Canterbury Region,Christchurch City.,1/11/2020,2649300,Canterbury Region,Christchurch City,1
12,Mon,"Robbery, Extortion and Related Offences",Christchurch City,Non-Aggravated Robbery,Cathedral Square.,12,Canterbury Region,Christchurch City.,1/10/2020,2651900,Canterbury Region,Christchurch City,1
2,Sat,"Robbery, Extortion and Related Offences",Christchurch City,Aggravated Robbery,Cathedral Square.,2,Canterbury Region,Christchurch City.,1/12/2020,2648200,Canterbury Region,Christchurch City,1
